"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 12, 2016","68.78","68.78","68.78","68.78","-","-1.42%"
"Apr 11, 2016","69.77","69.77","69.77","69.77","-","-1.57%"
"Apr 08, 2016","70.88","70.88","70.88","70.88","-","-0.30%"
"Apr 07, 2016","71.09","71.09","71.09","71.09","-","1.98%"
"Apr 06, 2016","69.71","69.71","69.71","69.71","-","2.05%"
"Apr 05, 2016","68.31","68.31","68.31","68.31","-","4.51%"
"Apr 04, 2016","65.36","65.36","65.36","65.36","-","-2.45%"
"Apr 01, 2016","67.00","67.00","67.00","67.00","-","-2.62%"
"Mar 31, 2016","68.80","68.80","68.80","68.80","-","-2.47%"
"Mar 30, 2016","70.54","70.54","70.54","70.54","-","-2.92%"
"Mar 29, 2016","72.66","72.66","72.66","72.66","-","-2.72%"
"Mar 28, 2016","74.69","74.69","74.69","74.69","-","2.77%"
"Mar 24, 2016","72.68","72.68","72.68","72.68","-","2.25%"
"Mar 23, 2016","71.08","71.08","71.08","71.08","-","-0.06%"
"Mar 22, 2016","71.12","71.12","71.12","71.12","-","0.41%"
"Mar 21, 2016","70.83","70.83","70.83","70.83","-","-0.60%"
"Mar 18, 2016","71.26","71.26","71.26","71.26","-","-1.59%"
"Mar 17, 2016","72.41","72.41","72.41","72.41","-","-2.36%"
"Mar 16, 2016","74.16","74.16","74.16","74.16","-","-5.49%"
"Mar 15, 2016","78.47","78.47","78.47","78.47","-","-0.82%"
"Mar 14, 2016","79.12","79.12","79.12","79.12","-","-2.82%"
"Mar 11, 2016","81.42","81.42","81.42","81.42","-","0.71%"
"Mar 10, 2016","80.85","80.85","80.85","80.85","-","0.61%"
"Mar 09, 2016","80.36","80.36","80.36","80.36","-","-0.45%"
"Mar 08, 2016","80.72","80.72","80.72","80.72","-","3.71%"
"Mar 07, 2016","77.83","77.83","77.83","77.83","-","-0.23%"
"Mar 04, 2016","78.01","78.01","78.01","78.01","-","-4.54%"
"Mar 03, 2016","81.72","81.72","81.72","81.72","-","-2.31%"
"Mar 02, 2016","83.65","83.65","83.65","83.65","-","-0.68%"
"Mar 01, 2016","84.22","84.22","84.22","84.22","-","1.00%"
"Feb 29, 2016","83.39","83.39","83.39","83.39","-","1.03%"
"Feb 26, 2016","82.54","82.54","82.54","82.54","-","-2.25%"
"Feb 25, 2016","84.44","84.44","84.44","84.44","-","-0.76%"
"Feb 24, 2016","85.09","85.09","85.09","85.09","-","1.32%"
"Feb 23, 2016","83.98","83.98","83.98","83.98","-","-1.37%"
"Feb 22, 2016","85.15","85.15","85.15","85.15","-","-5.49%"
"Feb 19, 2016","90.10","90.10","90.10","90.10","-","4.62%"
"Feb 18, 2016","86.12","86.12","86.12","86.12","-","1.57%"
"Feb 17, 2016","84.79","84.79","84.79","84.79","-","-2.34%"
"Feb 16, 2016","86.82","86.82","86.82","86.82","-","-7.36%"
"Feb 12, 2016","93.72","93.72","93.72","93.72","-","-2.69%"
"Feb 11, 2016","96.31","96.31","96.31","96.31","-","11.57%"
"Feb 10, 2016","86.32","86.32","86.32","86.32","-","-5.77%"
"Feb 09, 2016","91.61","91.61","91.61","91.61","-","2.62%"
"Feb 08, 2016","89.27","89.27","89.27","89.27","-","9.31%"
"Feb 05, 2016","81.67","81.67","81.67","81.67","-","-2.50%"
"Feb 04, 2016","83.76","83.76","83.76","83.76","-","5.20%"
"Feb 03, 2016","79.62","79.62","79.62","79.62","-","2.75%"
"Feb 02, 2016","77.49","77.49","77.49","77.49","-","5.49%"
"Feb 01, 2016","73.46","73.46","73.46","73.46","-","-0.73%"
"Jan 29, 2016","74.00","74.00","74.00","74.00","-","4.25%"
"Jan 28, 2016","70.98","70.98","70.98","70.98","-","-1.33%"
"Jan 27, 2016","71.94","71.94","71.94","71.94","-","-4.28%"
"Jan 26, 2016","75.16","75.16","75.16","75.16","-","-0.33%"
"Jan 25, 2016","75.41","75.41","75.41","75.41","-","-2.51%"
"Jan 22, 2016","77.35","77.35","77.35","77.35","-","-4.19%"
"Jan 21, 2016","80.73","80.73","80.73","80.73","-","-1.33%"
"Jan 20, 2016","81.82","81.82","81.82","81.82","-","5.82%"
"Jan 19, 2016","77.32","77.32","77.32","77.32","-","-0.95%"
"Jan 15, 2016","78.06","78.06","78.06","78.06","-","6.05%"
"Jan 14, 2016","73.61","73.61","73.61","73.61","-","-1.14%"
"Jan 13, 2016","74.46","74.46","74.46","74.46","-","4.84%"
"Jan 11, 2016","71.02","71.02","71.02","71.02","-","0.01%"
"Jan 08, 2016","71.01","71.01","71.01","71.01","-","-4.31%"
"Jan 07, 2016","74.21","74.21","74.21","74.21","-","3.53%"
"Jan 06, 2016","71.68","71.68","71.68","71.68","-","0.36%"
"Jan 05, 2016","71.42","71.42","71.42","71.42","-","3.81%"
"Jan 04, 2016","68.80","68.80","68.80","68.80","-","1.47%"
"Dec 31, 2015","67.80","67.80","67.80","67.80","-","0.74%"
"Dec 30, 2015","67.30","67.30","67.30","67.30","-","0.15%"
"Dec 29, 2015","67.20","67.20","67.20","67.20","-","0.00%"
"Dec 28, 2015","67.20","67.20","67.20","67.20","-","2.60%"
"Dec 24, 2015","65.50","65.50","65.50","65.50","-","-0.76%"
"Dec 23, 2015","66.00","66.00","66.00","66.00","-","-1.35%"
"Dec 22, 2015","66.90","66.90","66.90","66.90","-","0.75%"
"Dec 21, 2015","66.40","66.40","66.40","66.40","-","-2.06%"
"Dec 18, 2015","67.80","67.80","67.80","67.80","-","0.15%"
"Dec 17, 2015","67.70","67.70","67.70","67.70","-","-3.56%"
"Dec 16, 2015","70.20","70.20","70.20","70.20","-","-11.81%"
"Dec 15, 2015","79.60","79.60","79.60","79.60","-","1.79%"
"Dec 14, 2015","78.20","78.20","78.20","78.20","-","4.27%"
"Dec 11, 2015","75.00","75.00","75.00","75.00","-","3.73%"
"Dec 10, 2015","72.30","72.30","72.30","72.30","-","-0.14%"
"Dec 09, 2015","72.40","72.40","72.40","72.40","-","-0.41%"
"Dec 08, 2015","72.70","72.70","72.70","72.70","-","3.03%"
"Dec 07, 2015","70.56","70.56","70.56","70.56","-","-1.04%"
"Dec 04, 2015","71.30","71.30","71.30","71.30","-","-4.42%"
"Dec 03, 2015","74.60","74.60","74.60","74.60","-","3.18%"
"Dec 02, 2015","72.30","72.30","72.30","72.30","-","1.83%"
"Dec 01, 2015","71.00","71.00","71.00","71.00","-","1.57%"
"Nov 30, 2015","69.90","69.90","69.90","69.90","-","0.43%"
"Nov 27, 2015","69.60","69.60","69.60","69.60","-","-0.57%"
"Nov 25, 2015","70.00","70.00","70.00","70.00","-","-1.27%"
"Nov 24, 2015","70.90","70.90","70.90","70.90","-","0.14%"
"Nov 23, 2015","70.80","70.80","70.80","70.80","-","0.43%"
"Nov 20, 2015","70.50","70.50","70.50","70.50","-","0.00%"
"Nov 19, 2015","70.50","70.50","70.50","70.50","-","-1.67%"
"Nov 18, 2015","71.70","71.70","71.70","71.70","-","-0.83%"
"Nov 17, 2015","72.30","72.30","72.30","72.30","-","6.79%"
"Nov 16, 2015","67.70","67.70","67.70","67.70","-","-0.88%"
"Nov 13, 2015","68.30","68.30","68.30","68.30","-","-3.12%"
"Nov 10, 2015","70.50","70.50","70.50","70.50","-","-5.11%"
"Nov 06, 2015","74.30","74.30","74.30","74.30","-","-3.13%"
"Nov 05, 2015","76.70","76.70","76.70","76.70","-","-1.16%"
"Nov 04, 2015","77.60","77.60","77.60","77.60","-","5.87%"
"Nov 03, 2015","73.30","73.30","73.30","73.30","-","0.14%"
"Nov 02, 2015","73.20","73.20","73.20","73.20","-","0.14%"
"Oct 30, 2015","73.10","73.10","73.10","73.10","-","0.00%"
"Oct 29, 2015","73.10","73.10","73.10","73.10","-","3.98%"
"Oct 28, 2015","70.30","70.30","70.30","70.30","-","0.72%"
"Oct 27, 2015","69.80","69.80","69.80","69.80","-","0.14%"
"Oct 26, 2015","69.70","69.70","69.70","69.70","-","-1.55%"
"Oct 23, 2015","70.80","70.80","70.80","70.80","-","1.14%"
"Oct 22, 2015","70.00","70.00","70.00","70.00","-","0.43%"
"Oct 21, 2015","69.70","69.70","69.70","69.70","-","-1.97%"
"Oct 20, 2015","71.10","71.10","71.10","71.10","-","0.14%"
"Oct 19, 2015","71.00","71.00","71.00","71.00","-","-4.95%"
"Oct 16, 2015","74.70","74.70","74.70","74.70","-","0.13%"
"Oct 15, 2015","74.60","74.60","74.60","74.60","-","-0.27%"
"Oct 14, 2015","74.80","74.80","74.80","74.80","-","-1.97%"
"Oct 13, 2015","76.30","76.30","76.30","76.30","-","-2.43%"
"Oct 09, 2015","78.20","78.20","78.20","78.20","-","-1.64%"
"Oct 08, 2015","79.50","79.50","79.50","79.50","-","-0.63%"
"Oct 07, 2015","80.00","80.00","80.00","80.00","-","-0.37%"
"Oct 06, 2015","80.30","80.30","80.30","80.30","-","3.61%"
"Oct 05, 2015","77.50","77.50","77.50","77.50","-","-1.77%"
"Oct 02, 2015","78.90","78.90","78.90","78.90","-","-3.19%"
"Oct 01, 2015","81.50","81.50","81.50","81.50","-","-0.12%"
"Sep 30, 2015","81.60","81.60","81.60","81.60","-","-2.04%"
"Sep 29, 2015","83.30","83.30","83.30","83.30","-","8.32%"
"Sep 28, 2015","76.90","76.90","76.90","76.90","-","1.32%"
"Sep 25, 2015","75.90","75.90","75.90","75.90","-","-0.65%"
"Sep 24, 2015","76.40","76.40","76.40","76.40","-","10.40%"
"Sep 23, 2015","69.20","69.20","69.20","69.20","-","-8.47%"
"Sep 22, 2015","75.60","75.60","75.60","75.60","-","1.48%"
"Sep 21, 2015","74.50","74.50","74.50","74.50","-","-1.72%"
"Sep 18, 2015","75.80","75.80","75.80","75.80","-","-2.45%"
"Sep 17, 2015","77.70","77.70","77.70","77.70","-","-8.48%"
"Sep 16, 2015","84.90","84.90","84.90","84.90","-","-0.12%"
"Sep 15, 2015","85.00","85.00","85.00","85.00","-","2.78%"
"Sep 14, 2015","82.70","82.70","82.70","82.70","-","-1.31%"
"Sep 11, 2015","83.80","83.80","83.80","83.80","-","0.24%"
"Sep 10, 2015","83.60","83.60","83.60","83.60","-","-1.76%"
"Sep 09, 2015","85.10","85.10","85.10","85.10","-","-0.12%"
"Sep 08, 2015","85.20","85.20","85.20","85.20","-","-1.84%"
"Sep 04, 2015","86.80","86.80","86.80","86.80","-","-5.03%"
"Sep 03, 2015","91.40","91.40","91.40","91.40","-","-1.83%"
"Sep 02, 2015","93.10","93.10","93.10","93.10","-","4.96%"
"Sep 01, 2015","88.70","88.70","88.70","88.70","-","1.14%"
"Aug 31, 2015","87.70","87.70","87.70","87.70","-","-3.73%"
"Aug 28, 2015","91.10","91.10","91.10","91.10","-","-0.33%"
"Aug 27, 2015","91.40","91.40","91.40","91.40","-","-0.65%"
"Aug 26, 2015","92.00","92.00","92.00","92.00","-","0.99%"
"Aug 25, 2015","91.10","91.10","91.10","91.10","-","-3.60%"
"Aug 24, 2015","94.50","94.50","94.50","94.50","-","6.78%"
"Aug 21, 2015","88.50","88.50","88.50","88.50","-","4.61%"
"Aug 20, 2015","84.60","84.60","84.60","84.60","-","3.80%"
"Aug 19, 2015","81.50","81.50","81.50","81.50","-","-1.45%"
"Aug 18, 2015","82.70","82.70","82.70","82.70","-","8.67%"
"Aug 17, 2015","76.10","76.10","76.10","76.10","-","-1.30%"
"Aug 14, 2015","77.10","77.10","77.10","77.10","-","-3.63%"
"Aug 13, 2015","80.00","80.00","80.00","80.00","-","-1.84%"
"Aug 12, 2015","81.50","81.50","81.50","81.50","-","4.35%"
"Aug 11, 2015","78.10","78.10","78.10","78.10","-","3.72%"
"Aug 10, 2015","75.30","75.30","75.30","75.30","-","-1.18%"
"Aug 07, 2015","76.20","76.20","76.20","76.20","-","-5.11%"
"Aug 06, 2015","80.30","80.30","80.30","80.30","-","-0.50%"
"Aug 05, 2015","80.70","80.70","80.70","80.70","-","0.29%"
"Aug 04, 2015","80.47","80.47","80.47","80.47","-","7.72%"
"Aug 03, 2015","74.70","74.70","74.70","74.70","-","-1.45%"
"Jul 31, 2015","75.80","75.80","75.80","75.80","-","6.46%"
"Jul 30, 2015","71.20","71.20","71.20","71.20","-","2.14%"
"Jul 29, 2015","69.71","69.71","69.71","69.71","-","-3.05%"
"Jul 28, 2015","71.90","71.90","71.90","71.90","-","-0.42%"
"Jul 27, 2015","72.20","72.20","72.20","72.20","-","-1.10%"
"Jul 24, 2015","73.00","73.00","73.00","73.00","-","0.55%"
"Jul 23, 2015","72.60","72.60","72.60","72.60","-","0.69%"
"Jul 22, 2015","72.10","72.10","72.10","72.10","-","-0.41%"
"Jul 21, 2015","72.40","72.40","72.40","72.40","-","-0.55%"
"Jul 20, 2015","72.80","72.80","72.80","72.80","-","-1.90%"
"Jul 17, 2015","74.21","74.21","74.21","74.21","-","-2.36%"
"Jul 16, 2015","76.00","76.00","76.00","76.00","-","-3.92%"
"Jul 15, 2015","79.10","79.10","79.10","79.10","-","-2.10%"
"Jul 14, 2015","80.80","80.80","80.80","80.80","-","-4.60%"
"Jul 13, 2015","84.70","84.70","84.70","84.70","-","-6.10%"
"Jul 10, 2015","90.20","90.20","90.20","90.20","-","1.01%"
"Jul 09, 2015","89.30","89.30","89.30","89.30","-","-0.11%"
"Jul 08, 2015","89.40","89.40","89.40","89.40","-","-1.22%"
"Jul 07, 2015","90.50","90.50","90.50","90.50","-","5.01%"
"Jul 06, 2015","86.18","86.18","86.18","86.18","-","-2.07%"
"Jul 02, 2015","88.00","88.00","88.00","88.00","-","-2.55%"
"Jul 01, 2015","90.30","90.30","90.30","90.30","-","-2.17%"
"Jun 30, 2015","92.30","92.30","92.30","92.30","-","2.78%"
"Jun 29, 2015","89.80","89.80","89.80","89.80","-","6.52%"
"Jun 26, 2015","84.30","84.30","84.30","84.30","-","1.18%"
"Jun 25, 2015","83.32","83.32","83.32","83.32","-","0.75%"
"Jun 24, 2015","82.70","82.70","82.70","82.70","-","-1.78%"
"Jun 23, 2015","84.20","84.20","84.20","84.20","-","-0.24%"
"Jun 22, 2015","84.40","84.40","84.40","84.40","-","-0.35%"
"Jun 19, 2015","84.70","84.70","84.70","84.70","-","2.54%"
"Jun 18, 2015","82.60","82.60","82.60","82.60","-","0.24%"
"Jun 17, 2015","82.40","82.40","82.40","82.40","-","-3.85%"
"Jun 16, 2015","85.70","85.70","85.70","85.70","-","-0.35%"
"Jun 15, 2015","86.00","86.00","86.00","86.00","-","-1.94%"
"Jun 12, 2015","87.70","87.70","87.70","87.70","-","-0.11%"
"Jun 11, 2015","87.80","87.80","87.80","87.80","-","-2.23%"
"Jun 10, 2015","89.80","89.80","89.80","89.80","-","2.98%"
"Jun 09, 2015","87.20","87.20","87.20","87.20","-","-0.46%"
"Jun 08, 2015","87.60","87.60","87.60","87.60","-","-1.46%"
"Jun 05, 2015","88.90","88.90","88.90","88.90","-","-3.59%"
"Jun 04, 2015","92.21","92.21","92.21","92.21","-","0.44%"
"Jun 03, 2015","91.81","91.81","91.81","91.81","-","4.93%"
"Jun 02, 2015","87.50","87.50","87.50","87.50","-","4.73%"
"Jun 01, 2015","83.55","83.55","83.55","83.55","-","1.03%"
"May 29, 2015","82.70","82.70","82.70","82.70","-","0.00%"
"May 28, 2015","82.70","82.70","82.70","82.70","-","-1.55%"
"May 27, 2015","84.00","84.00","84.00","84.00","-","-1.59%"
"May 26, 2015","85.36","85.36","85.36","85.36","-","-2.63%"
"May 22, 2015","87.67","87.67","87.67","87.67","-","1.82%"
"May 21, 2015","86.10","86.10","86.10","86.10","-","-1.77%"
"May 20, 2015","87.65","87.65","87.65","87.65","-","-0.02%"
"May 19, 2015","87.67","87.67","87.67","87.67","-","-0.60%"
"May 18, 2015","88.20","88.20","88.20","88.20","-","6.01%"
"May 15, 2015","83.20","83.20","83.20","83.20","-","0.00%"
"May 14, 2015","83.20","83.20","83.20","83.20","-","-2.80%"
"May 13, 2015","85.60","85.60","85.60","85.60","-","-2.06%"
"May 12, 2015","87.40","87.40","87.40","87.40","-","3.92%"
"May 11, 2015","84.10","84.10","84.10","84.10","-","3.96%"
"May 08, 2015","80.90","80.90","80.90","80.90","-","-9.71%"
"May 07, 2015","89.60","89.60","89.60","89.60","-","-1.54%"
"May 06, 2015","91.00","91.00","91.00","91.00","-","3.76%"
"May 05, 2015","87.70","87.70","87.70","87.70","-","8.14%"
"May 04, 2015","81.10","81.10","81.10","81.10","-","2.79%"
"May 01, 2015","78.90","78.90","78.90","78.90","-","4.78%"
"Apr 30, 2015","75.30","75.30","75.30","75.30","-","1.89%"
"Apr 29, 2015","73.90","73.90","73.90","73.90","-","1.37%"
"Apr 28, 2015","72.90","72.90","72.90","72.90","-","2.68%"
"Apr 27, 2015","71.00","71.00","71.00","71.00","-","-0.84%"
"Apr 24, 2015","71.60","71.60","71.60","71.60","-","-2.19%"
"Apr 23, 2015","73.20","73.20","73.20","73.20","-","0.41%"
"Apr 22, 2015","72.90","72.90","72.90","72.90","-","0.00%"
"Apr 21, 2015","72.90","72.90","72.90","72.90","-","-0.82%"
"Apr 20, 2015","73.50","73.50","73.50","73.50","-","-1.21%"
"Apr 17, 2015","74.40","74.40","74.40","74.40","-","2.76%"
"Apr 16, 2015","72.40","72.40","72.40","72.40","-","-0.82%"
"Apr 15, 2015","73.00","73.00","73.00","73.00","-","-2.41%"
"Apr 14, 2015","74.80","74.80","74.80","74.80","-","-1.32%"
"Apr 13, 2015","75.80","75.80","75.80","75.80","-","-2.57%"
"Apr 10, 2015","77.80","77.80","77.80","77.80","-","-1.27%"
"Apr 09, 2015","78.80","78.80","78.80","78.80","-","-1.50%"
"Apr 08, 2015","80.00","80.00","80.00","80.00","-","2.83%"
"Apr 07, 2015","77.80","77.80","77.80","77.80","-","-1.52%"
"Apr 06, 2015","79.00","79.00","79.00","79.00","-","-0.38%"
"Apr 03, 2015","79.30","79.30","79.30","79.30","-","-5.93%"
"Apr 02, 2015","84.30","84.30","84.30","84.30","-","-1.52%"
"Apr 01, 2015","85.60","85.60","85.60","85.60","-","-0.58%"
"Mar 31, 2015","86.10","86.10","86.10","86.10","-","-0.35%"
"Mar 30, 2015","86.40","86.40","86.40","86.40","-","0.23%"
"Mar 27, 2015","86.20","86.20","86.20","86.20","-","0.00%"
"Mar 26, 2015","86.20","86.20","86.20","86.20","-","2.38%"
"Mar 25, 2015","84.20","84.20","84.20","84.20","-","0.60%"
"Mar 24, 2015","83.70","83.70","83.70","83.70","-","-1.41%"
"Mar 23, 2015","84.90","84.90","84.90","84.90","-","-1.85%"
"Mar 20, 2015","86.50","86.50","86.50","86.50","-","-1.48%"
"Mar 19, 2015","87.80","87.80","87.80","87.80","-","2.45%"
"Mar 18, 2015","85.70","85.70","85.70","85.70","-","-0.70%"
"Mar 17, 2015","86.30","86.30","86.30","86.30","-","1.77%"
"Mar 16, 2015","84.80","84.80","84.80","84.80","-","-1.51%"
"Mar 13, 2015","86.10","86.10","86.10","86.10","-","0.58%"
"Mar 12, 2015","85.60","85.60","85.60","85.60","-","0.71%"
"Mar 11, 2015","85.00","85.00","85.00","85.00","-","0.71%"
"Mar 10, 2015","84.40","84.40","84.40","84.40","-","0.48%"
"Mar 09, 2015","84.00","84.00","84.00","84.00","-","-3.00%"
"Mar 06, 2015","86.60","86.60","86.60","86.60","-","-3.02%"
"Mar 05, 2015","89.30","89.30","89.30","89.30","-","-1.54%"
"Mar 04, 2015","90.70","90.70","90.70","90.70","-","-1.20%"
"Mar 03, 2015","91.80","91.80","91.80","91.80","-","1.77%"
"Mar 02, 2015","90.20","90.20","90.20","90.20","-","-1.31%"
"Feb 27, 2015","91.40","91.40","91.40","91.40","-","0.99%"
"Feb 26, 2015","90.50","90.50","90.50","90.50","-","-1.09%"
"Feb 25, 2015","91.50","91.50","91.50","91.50","-","-2.76%"
"Feb 24, 2015","94.10","94.10","94.10","94.10","-","-3.68%"
"Feb 23, 2015","97.70","97.70","97.70","97.70","-","-0.61%"
"Feb 20, 2015","98.30","98.30","98.30","98.30","-","-0.20%"
"Feb 19, 2015","98.50","98.50","98.50","98.50","-","7.77%"
"Feb 18, 2015","91.40","91.40","91.40","91.40","-","-0.44%"
"Feb 17, 2015","91.80","91.80","91.80","91.80","-","0.44%"
"Feb 13, 2015","91.40","91.40","91.40","91.40","-","-0.22%"
"Feb 12, 2015","91.60","91.60","91.60","91.60","-","-2.76%"
"Feb 11, 2015","94.20","94.20","94.20","94.20","-","-1.21%"
"Feb 10, 2015","95.35","95.35","95.35","95.35","-","0.26%"
"Feb 09, 2015","95.10","95.10","95.10","95.10","-","1.49%"
"Feb 06, 2015","93.70","93.70","93.70","93.70","-","0.75%"
"Feb 05, 2015","93.00","93.00","93.00","93.00","-","0.76%"
"Feb 04, 2015","92.30","92.30","92.30","92.30","-","-0.43%"
"Feb 03, 2015","92.70","92.70","92.70","92.70","-","5.22%"
"Feb 02, 2015","88.10","88.10","88.10","88.10","-","1.73%"
"Jan 29, 2015","86.60","86.60","86.60","86.60","-","0.23%"
"Jan 28, 2015","86.40","86.40","86.40","86.40","-","0.23%"
"Jan 27, 2015","86.20","86.20","86.20","86.20","-","1.06%"
"Jan 26, 2015","85.30","85.30","85.30","85.30","-","-5.12%"
"Jan 23, 2015","89.90","89.90","89.90","89.90","-","5.64%"
"Jan 22, 2015","85.10","85.10","85.10","85.10","-","-3.62%"
"Jan 21, 2015","88.30","88.30","88.30","88.30","-","-2.54%"
"Jan 20, 2015","90.60","90.60","90.60","90.60","-","-2.16%"
"Jan 16, 2015","92.60","92.60","92.60","92.60","-","8.56%"
"Jan 15, 2015","85.30","85.30","85.30","85.30","-","0.00%"
"Jan 14, 2015","85.30","85.30","85.30","85.30","-","2.77%"
"Jan 13, 2015","83.00","83.00","83.00","83.00","-","1.34%"
"Jan 12, 2015","81.90","81.90","81.90","81.90","-","1.61%"
"Jan 09, 2015","80.60","80.60","80.60","80.60","-","-5.40%"
"Jan 08, 2015","85.20","85.20","85.20","85.20","-","0.00%"
"Jan 07, 2015","85.20","85.20","85.20","85.20","-","0.35%"
"Jan 06, 2015","84.90","84.90","84.90","84.90","-","18.74%"
"Jan 05, 2015","71.50","71.50","71.50","71.50","-","2.14%"
"Jan 02, 2015","70.00","70.00","70.00","70.00","-","1.60%"
"Dec 31, 2014","68.90","68.90","68.90","68.90","-","-0.14%"
"Dec 30, 2014","69.00","69.00","69.00","69.00","-","-0.29%"
"Dec 29, 2014","69.20","69.20","69.20","69.20","-","24.91%"
"Dec 26, 2014","55.40","55.40","55.40","55.40","-","-19.59%"
"Dec 24, 2014","68.90","68.90","68.90","68.90","-","0.15%"
"Dec 23, 2014","68.80","68.80","68.80","68.80","-","-1.83%"
"Dec 22, 2014","70.08","70.08","70.08","70.08","-","-0.88%"
"Dec 19, 2014","70.70","70.70","70.70","70.70","-","-0.66%"
"Dec 18, 2014","71.17","71.17","71.17","71.17","-","-1.73%"
"Dec 17, 2014","72.42","72.42","72.42","72.42","-","-10.26%"
"Dec 16, 2014","80.70","80.70","80.70","80.70","-","3.99%"
"Dec 15, 2014","77.60","77.60","77.60","77.60","-","13.78%"
"Dec 10, 2014","68.20","68.20","68.20","68.20","-","2.45%"
"Dec 09, 2014","66.57","66.57","66.57","66.57","-","6.00%"
"Dec 08, 2014","62.80","62.80","62.80","62.80","-","-3.09%"
"Dec 05, 2014","64.80","64.80","64.80","64.80","-","0.31%"
"Dec 04, 2014","64.60","64.60","64.60","64.60","-","-1.82%"
"Dec 03, 2014","65.80","65.80","65.80","65.80","-","-2.23%"
"Dec 01, 2014","67.30","67.30","67.30","67.30","-","1.05%"
"Nov 28, 2014","66.60","66.60","66.60","66.60","-","2.94%"
"Nov 26, 2014","64.70","64.70","64.70","64.70","-","0.15%"
"Nov 25, 2014","64.60","64.60","64.60","64.60","-","0.31%"
"Nov 24, 2014","64.40","64.40","64.40","64.40","-","-3.88%"
"Nov 21, 2014","67.00","67.00","67.00","67.00","-","-3.18%"
"Nov 20, 2014","69.20","69.20","69.20","69.20","-","-1.14%"
"Nov 19, 2014","70.00","70.00","70.00","70.00","-","1.16%"
"Nov 18, 2014","69.20","69.20","69.20","69.20","-","3.44%"
"Nov 17, 2014","66.90","66.90","66.90","66.90","-","-0.15%"
"Nov 14, 2014","67.00","67.00","67.00","67.00","-","0.00%"
"Nov 13, 2014","67.00","67.00","67.00","67.00","-","0.30%"
"Nov 12, 2014","66.80","66.80","66.80","66.80","-","0.38%"
"Nov 10, 2014","66.55","66.55","66.55","66.55","-","-0.08%"
"Nov 07, 2014","66.60","66.60","66.60","66.60","-","-3.62%"
"Nov 06, 2014","69.10","69.10","69.10","69.10","-","-5.21%"
"Nov 05, 2014","72.90","72.90","72.90","72.90","-","6.27%"
"Nov 04, 2014","68.60","68.60","68.60","68.60","-","1.70%"
"Nov 03, 2014","67.45","67.45","67.45","67.45","-","-1.82%"
"Oct 31, 2014","68.70","68.70","68.70","68.70","-","-1.24%"
"Oct 30, 2014","69.56","69.56","69.56","69.56","-","-4.71%"
"Oct 29, 2014","73.00","73.00","73.00","73.00","-","-2.28%"
"Oct 28, 2014","74.70","74.70","74.70","74.70","-","-3.74%"
"Oct 27, 2014","77.60","77.60","77.60","77.60","-","-4.91%"
"Oct 24, 2014","81.61","81.61","81.61","81.61","-","1.50%"
"Oct 23, 2014","80.40","80.40","80.40","80.40","-","4.15%"
"Oct 22, 2014","77.20","77.20","77.20","77.20","-","-2.15%"
"Oct 21, 2014","78.90","78.90","78.90","78.90","-","-0.38%"
"Oct 20, 2014","79.20","79.20","79.20","79.20","-","-4.46%"
"Oct 17, 2014","82.90","82.90","82.90","82.90","-","-7.99%"
"Oct 16, 2014","90.10","90.10","90.10","90.10","-","-11.06%"
"Oct 15, 2014","101.30","101.30","101.30","101.30","-","35.79%"
"Oct 14, 2014","74.60","74.60","74.60","74.60","-","8.59%"
"Oct 10, 2014","68.70","68.70","68.70","68.70","-","3.31%"
"Oct 09, 2014","66.50","66.50","66.50","66.50","-","2.31%"
"Oct 08, 2014","65.00","65.00","65.00","65.00","-","-0.46%"
"Oct 07, 2014","65.30","65.30","65.30","65.30","-","8.11%"
"Oct 06, 2014","60.40","60.40","60.40","60.40","-","-3.36%"
"Oct 03, 2014","62.50","62.50","62.50","62.50","-","-5.59%"
"Oct 02, 2014","66.20","66.20","66.20","66.20","-","2.95%"
"Oct 01, 2014","64.30","64.30","64.30","64.30","-","0.16%"
"Sep 30, 2014","64.20","64.20","64.20","64.20","-","3.05%"
"Sep 29, 2014","62.30","62.30","62.30","62.30","-","-3.41%"
"Sep 26, 2014","64.50","64.50","64.50","64.50","-","9.14%"
"Sep 25, 2014","59.10","59.10","59.10","59.10","-","1.37%"
"Sep 24, 2014","58.30","58.30","58.30","58.30","-","1.57%"
"Sep 23, 2014","57.40","57.40","57.40","57.40","-","-1.03%"
"Sep 22, 2014","58.00","58.00","58.00","58.00","-","-3.01%"
"Sep 19, 2014","59.80","59.80","59.80","59.80","-","-3.55%"
"Sep 18, 2014","62.00","62.00","62.00","62.00","-","-0.48%"
"Sep 17, 2014","62.30","62.30","62.30","62.30","-","-7.15%"
"Sep 16, 2014","67.10","67.10","67.10","67.10","-","1.51%"
"Sep 15, 2014","66.10","66.10","66.10","66.10","-","0.76%"
"Sep 12, 2014","65.60","65.60","65.60","65.60","-","4.46%"
"Sep 11, 2014","62.80","62.80","62.80","62.80","-","-0.63%"
"Sep 10, 2014","63.20","63.20","63.20","63.20","-","2.76%"
"Sep 09, 2014","61.50","61.50","61.50","61.50","-","2.50%"
"Sep 08, 2014","60.00","60.00","60.00","60.00","-","-0.50%"
"Sep 05, 2014","60.30","60.30","60.30","60.30","-","-7.09%"
"Sep 04, 2014","64.90","64.90","64.90","64.90","-","0.00%"
