"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 13, 2007","139.20","139.20","139.20","139.20","-","-2.52%"
"Dec 12, 2007","142.80","142.80","142.80","142.80","-","1.56%"
"Dec 11, 2007","140.60","140.60","140.60","140.60","-","10.80%"
"Dec 10, 2007","126.89","126.89","126.89","126.89","-","-9.34%"
"Dec 07, 2007","139.96","139.96","139.96","139.96","-","1.05%"
"Dec 06, 2007","138.50","138.50","138.50","138.50","-","-1.35%"
"Dec 05, 2007","140.40","140.40","140.40","140.40","-","-0.92%"
"Dec 04, 2007","141.70","141.70","141.70","141.70","-","4.11%"
"Dec 03, 2007","136.11","136.11","136.11","136.11","-","3.51%"
"Nov 30, 2007","131.50","131.50","131.50","131.50","-","-1.57%"
"Nov 29, 2007","133.60","133.60","133.60","133.60","-","4.87%"
"Nov 28, 2007","127.40","127.40","127.40","127.40","-","-4.50%"
"Nov 27, 2007","133.40","133.40","133.40","133.40","-","5.12%"
"Nov 26, 2007","126.90","126.90","126.90","126.90","-","13.20%"
"Nov 23, 2007","112.10","112.10","112.10","112.10","-","-0.09%"
"Nov 21, 2007","112.20","112.20","112.20","112.20","-","2.75%"
"Nov 20, 2007","109.20","109.20","109.20","109.20","-","8.08%"
"Nov 19, 2007","101.04","101.04","101.04","101.04","-","1.92%"
"Nov 16, 2007","99.14","99.14","99.14","99.14","-","-3.01%"
"Nov 15, 2007","102.22","102.22","102.22","102.22","-","7.19%"
"Nov 14, 2007","95.36","95.36","95.36","95.36","-","-6.97%"
"Nov 13, 2007","102.50","102.50","102.50","102.50","-","-8.55%"
"Nov 09, 2007","112.08","112.08","112.08","112.08","-","0.00%"
"Nov 08, 2007","112.08","112.08","112.08","112.08","-","3.80%"
"Nov 07, 2007","107.98","107.98","107.98","107.98","-","9.74%"
"Nov 06, 2007","98.40","98.40","98.40","98.40","-","-4.06%"
"Nov 05, 2007","102.56","102.56","102.56","102.56","-","-1.04%"
"Nov 02, 2007","103.64","103.64","103.64","103.64","-","3.38%"
"Nov 01, 2007","100.25","100.25","100.25","100.25","-","11.17%"
"Oct 31, 2007","90.18","90.18","90.18","90.18","-","-6.39%"
"Oct 30, 2007","96.34","96.34","96.34","96.34","-","-2.79%"
"Oct 29, 2007","99.10","99.10","99.10","99.10","-","-2.88%"
"Oct 26, 2007","102.04","102.04","102.04","102.04","-","-1.70%"
"Oct 25, 2007","103.80","103.80","103.80","103.80","-","-1.05%"
"Oct 24, 2007","104.90","104.90","104.90","104.90","-","8.93%"
"Oct 23, 2007","96.30","96.30","96.30","96.30","-","-1.13%"
"Oct 22, 2007","97.40","97.40","97.40","97.40","-","1.67%"
"Oct 19, 2007","95.80","95.80","95.80","95.80","-","3.79%"
"Oct 18, 2007","92.30","92.30","92.30","92.30","-","-1.28%"
"Oct 17, 2007","93.50","93.50","93.50","93.50","-","12.92%"
"Oct 16, 2007","82.80","82.80","82.80","82.80","-","4.41%"
"Oct 15, 2007","79.30","79.30","79.30","79.30","-","-0.38%"
"Oct 12, 2007","79.60","79.60","79.60","79.60","-","-3.40%"
"Oct 11, 2007","82.40","82.40","82.40","82.40","-","-4.85%"
"Oct 10, 2007","86.60","86.60","86.60","86.60","-","-5.25%"
"Oct 09, 2007","91.40","91.40","91.40","91.40","-","-6.83%"
"Oct 05, 2007","98.10","98.10","98.10","98.10","-","-3.82%"
"Oct 04, 2007","102.00","102.00","102.00","102.00","-","0.20%"
"Oct 03, 2007","101.80","101.80","101.80","101.80","-","-1.74%"
"Oct 02, 2007","103.60","103.60","103.60","103.60","-","-1.24%"
"Oct 01, 2007","104.90","104.90","104.90","104.90","-","1.16%"
"Sep 28, 2007","103.70","103.70","103.70","103.70","-","0.39%"
"Sep 27, 2007","103.30","103.30","103.30","103.30","-","-1.53%"
"Sep 26, 2007","104.90","104.90","104.90","104.90","-","-1.50%"
"Sep 25, 2007","106.50","106.50","106.50","106.50","-","3.60%"
"Sep 24, 2007","102.80","102.80","102.80","102.80","-","-0.39%"
"Sep 21, 2007","103.20","103.20","103.20","103.20","-","-13.13%"
"Sep 20, 2007","118.80","118.80","118.80","118.80","-","11.81%"
"Sep 19, 2007","106.25","106.25","106.25","106.25","-","-7.12%"
"Sep 18, 2007","114.40","114.40","114.40","114.40","-","-5.92%"
"Sep 17, 2007","121.60","121.60","121.60","121.60","-","-1.46%"
"Sep 14, 2007","123.40","123.40","123.40","123.40","-","1.06%"
"Sep 13, 2007","122.10","122.10","122.10","122.10","-","-1.93%"
"Sep 12, 2007","124.50","124.50","124.50","124.50","-","0.81%"
"Sep 11, 2007","123.50","123.50","123.50","123.50","-","2.57%"
"Sep 10, 2007","120.40","120.40","120.40","120.40","-","2.99%"
"Sep 07, 2007","116.90","116.90","116.90","116.90","-","5.79%"
"Sep 06, 2007","110.50","110.50","110.50","110.50","-","-2.64%"
"Sep 05, 2007","113.50","113.50","113.50","113.50","-","2.96%"
"Sep 04, 2007","110.24","110.24","110.24","110.24","-","-0.68%"
"Aug 31, 2007","111.00","111.00","111.00","111.00","-","0.63%"
"Aug 30, 2007","110.30","110.30","110.30","110.30","-","2.60%"
"Aug 29, 2007","107.50","107.50","107.50","107.50","-","0.84%"
"Aug 28, 2007","106.60","106.60","106.60","106.60","-","2.60%"
"Aug 27, 2007","103.90","103.90","103.90","103.90","-","-0.48%"
"Aug 24, 2007","104.40","104.40","104.40","104.40","-","-6.28%"
"Aug 23, 2007","111.40","111.40","111.40","111.40","-","-1.07%"
"Aug 22, 2007","112.60","112.60","112.60","112.60","-","-1.57%"
"Aug 21, 2007","114.40","114.40","114.40","114.40","-","4.47%"
"Aug 20, 2007","109.50","109.50","109.50","109.50","-","2.43%"
"Aug 17, 2007","106.90","106.90","106.90","106.90","-","-2.64%"
"Aug 16, 2007","109.80","109.80","109.80","109.80","-","6.91%"
"Aug 15, 2007","102.70","102.70","102.70","102.70","-","-3.84%"
"Aug 14, 2007","106.80","106.80","106.80","106.80","-","-4.39%"
"Aug 13, 2007","111.70","111.70","111.70","111.70","-","-4.04%"
"Aug 10, 2007","116.40","116.40","116.40","116.40","-","-1.77%"
"Aug 09, 2007","118.50","118.50","118.50","118.50","-","27.56%"
"Aug 08, 2007","92.90","92.90","92.90","92.90","-","6.90%"
"Aug 07, 2007","86.90","86.90","86.90","86.90","-","-10.87%"
"Aug 06, 2007","97.50","97.50","97.50","97.50","-","2.20%"
"Aug 03, 2007","95.40","95.40","95.40","95.40","-","3.70%"
"Aug 02, 2007","92.00","92.00","92.00","92.00","-","-2.44%"
"Aug 01, 2007","94.30","94.30","94.30","94.30","-","-2.18%"
"Jul 31, 2007","96.40","96.40","96.40","96.40","-","-1.53%"
"Jul 30, 2007","97.90","97.90","97.90","97.90","-","5.72%"
"Jul 27, 2007","92.60","92.60","92.60","92.60","-","-0.96%"
"Jul 26, 2007","93.50","93.50","93.50","93.50","-","19.26%"
"Jul 25, 2007","78.40","78.40","78.40","78.40","-","2.22%"
"Jul 24, 2007","76.70","76.70","76.70","76.70","-","1.86%"
"Jul 23, 2007","75.30","75.30","75.30","75.30","-","4.29%"
"Jul 20, 2007","72.20","72.20","72.20","72.20","-","4.79%"
"Jul 19, 2007","68.90","68.90","68.90","68.90","-","-3.50%"
"Jul 18, 2007","71.40","71.40","71.40","71.40","-","2.29%"
"Jul 17, 2007","69.80","69.80","69.80","69.80","-","-1.83%"
"Jul 16, 2007","71.10","71.10","71.10","71.10","-","-2.74%"
"Jul 13, 2007","73.10","73.10","73.10","73.10","-","-3.18%"
"Jul 12, 2007","75.50","75.50","75.50","75.50","-","-1.95%"
"Jul 11, 2007","77.00","77.00","77.00","77.00","-","-1.41%"
"Jul 10, 2007","78.10","78.10","78.10","78.10","-","4.97%"
"Jul 09, 2007","74.40","74.40","74.40","74.40","-","0.00%"
"Jul 06, 2007","74.40","74.40","74.40","74.40","-","-2.75%"
"Jul 05, 2007","76.50","76.50","76.50","76.50","-","4.08%"
"Jul 03, 2007","73.50","73.50","73.50","73.50","-","-3.29%"
"Jul 02, 2007","76.00","76.00","76.00","76.00","-","-1.94%"
"Jun 29, 2007","77.50","77.50","77.50","77.50","-","2.65%"
"Jun 28, 2007","75.50","75.50","75.50","75.50","-","-4.91%"
"Jun 27, 2007","79.40","79.40","79.40","79.40","-","2.85%"
"Jun 26, 2007","77.20","77.20","77.20","77.20","-","-2.28%"
"Jun 25, 2007","79.00","79.00","79.00","79.00","-","3.54%"
"Jun 22, 2007","76.30","76.30","76.30","76.30","-","0.00%"
"Jun 21, 2007","76.30","76.30","76.30","76.30","-","6.86%"
"Jun 20, 2007","71.40","71.40","71.40","71.40","-","4.39%"
"Jun 19, 2007","68.40","68.40","68.40","68.40","-","0.44%"
"Jun 18, 2007","68.10","68.10","68.10","68.10","-","-3.54%"
"Jun 15, 2007","70.60","70.60","70.60","70.60","-","-9.83%"
"Jun 14, 2007","78.30","78.30","78.30","78.30","-","-7.45%"
"Jun 13, 2007","84.60","84.60","84.60","84.60","-","-0.70%"
"Jun 12, 2007","85.20","85.20","85.20","85.20","-","22.59%"
"Jun 11, 2007","69.50","69.50","69.50","69.50","-","-12.14%"
"Jun 08, 2007","79.10","79.10","79.10","79.10","-","11.72%"
"Jun 07, 2007","70.80","70.80","70.80","70.80","-","20.20%"
"Jun 06, 2007","58.90","58.90","58.90","58.90","-","6.51%"
"Jun 05, 2007","55.30","55.30","55.30","55.30","-","1.10%"
"Jun 04, 2007","54.70","54.70","54.70","54.70","-","-5.69%"
"Jun 01, 2007","58.00","58.00","58.00","58.00","-","-1.53%"
"May 31, 2007","58.90","58.90","58.90","58.90","-","2.26%"
"May 30, 2007","57.60","57.60","57.60","57.60","-","1.95%"
"May 29, 2007","56.50","56.50","56.50","56.50","-","-0.70%"
"May 25, 2007","56.90","56.90","56.90","56.90","-","0.71%"
"May 24, 2007","56.50","56.50","56.50","56.50","-","0.89%"
"May 23, 2007","56.00","56.00","56.00","56.00","-","2.56%"
"May 22, 2007","54.60","54.60","54.60","54.60","-","-1.44%"
"May 21, 2007","55.40","55.40","55.40","55.40","-","-2.29%"
"May 18, 2007","56.70","56.70","56.70","56.70","-","7.59%"
"May 17, 2007","52.70","52.70","52.70","52.70","-","2.13%"
"May 16, 2007","51.60","51.60","51.60","51.60","-","0.78%"
"May 15, 2007","51.20","51.20","51.20","51.20","-","-2.48%"
"May 14, 2007","52.50","52.50","52.50","52.50","-","0.19%"
"May 11, 2007","52.40","52.40","52.40","52.40","-","-0.76%"
"May 10, 2007","52.80","52.80","52.80","52.80","-","-0.94%"
"May 09, 2007","53.30","53.30","53.30","53.30","-","-1.84%"
"May 08, 2007","54.30","54.30","54.30","54.30","-","-0.37%"
"May 07, 2007","54.50","54.50","54.50","54.50","-","-4.55%"
"May 04, 2007","57.10","57.10","57.10","57.10","-","-6.09%"
"May 03, 2007","60.80","60.80","60.80","60.80","-","-0.49%"
"May 02, 2007","61.10","61.10","61.10","61.10","-","3.74%"
"May 01, 2007","58.90","58.90","58.90","58.90","-","-1.51%"
"Apr 30, 2007","59.80","59.80","59.80","59.80","-","3.46%"
"Apr 27, 2007","57.80","57.80","57.80","57.80","-","-1.53%"
"Apr 26, 2007","58.70","58.70","58.70","58.70","-","1.56%"
"Apr 25, 2007","57.80","57.80","57.80","57.80","-","-1.70%"
"Apr 24, 2007","58.80","58.80","58.80","58.80","-","1.73%"
"Apr 23, 2007","57.80","57.80","57.80","57.80","-","-2.20%"
"Apr 20, 2007","59.10","59.10","59.10","59.10","-","-0.51%"
"Apr 19, 2007","59.40","59.40","59.40","59.40","-","0.34%"
"Apr 18, 2007","59.20","59.20","59.20","59.20","-","-0.17%"
"Apr 17, 2007","59.30","59.30","59.30","59.30","-","1.02%"
"Apr 16, 2007","58.70","58.70","58.70","58.70","-","1.56%"
"Apr 13, 2007","57.80","57.80","57.80","57.80","-","-0.17%"
"Apr 12, 2007","57.90","57.90","57.90","57.90","-","-1.36%"
"Apr 11, 2007","58.70","58.70","58.70","58.70","-","-2.49%"
"Apr 10, 2007","60.20","60.20","60.20","60.20","-","3.26%"
"Apr 09, 2007","58.30","58.30","58.30","58.30","-","-8.91%"
"Apr 05, 2007","64.00","64.00","64.00","64.00","-","-3.18%"
"Apr 04, 2007","66.10","66.10","66.10","66.10","-","3.61%"
"Apr 03, 2007","63.80","63.80","63.80","63.80","-","-3.19%"
"Apr 02, 2007","65.90","65.90","65.90","65.90","-","-2.95%"
"Mar 30, 2007","67.90","67.90","67.90","67.90","-","3.03%"
"Mar 29, 2007","65.90","65.90","65.90","65.90","-","-5.72%"
"Mar 28, 2007","69.90","69.90","69.90","69.90","-","0.29%"
"Mar 27, 2007","69.70","69.70","69.70","69.70","-","2.20%"
"Mar 26, 2007","68.20","68.20","68.20","68.20","-","-0.73%"
"Mar 23, 2007","68.70","68.70","68.70","68.70","-","2.23%"
"Mar 22, 2007","67.20","67.20","67.20","67.20","-","1.51%"
"Mar 21, 2007","66.20","66.20","66.20","66.20","-","0.30%"
"Mar 20, 2007","66.00","66.00","66.00","66.00","-","0.00%"
"Mar 19, 2007","66.00","66.00","66.00","66.00","-","-1.49%"
"Mar 16, 2007","67.00","67.00","67.00","67.00","-","-1.33%"
"Mar 15, 2007","67.90","67.90","67.90","67.90","-","-2.58%"
"Mar 14, 2007","69.70","69.70","69.70","69.70","-","-3.46%"
"Mar 13, 2007","72.20","72.20","72.20","72.20","-","10.57%"
"Mar 12, 2007","65.30","65.30","65.30","65.30","-","2.67%"
"Mar 09, 2007","63.60","63.60","63.60","63.60","-","-8.88%"
"Mar 08, 2007","69.80","69.80","69.80","69.80","-","-2.10%"
"Mar 07, 2007","71.30","71.30","71.30","71.30","-","6.26%"
"Mar 06, 2007","67.10","67.10","67.10","67.10","-","-9.93%"
"Mar 05, 2007","74.50","74.50","74.50","74.50","-","-2.87%"
"Mar 02, 2007","76.70","76.70","76.70","76.70","-","5.21%"
"Mar 01, 2007","72.90","72.90","72.90","72.90","-","4.44%"
"Feb 28, 2007","69.80","69.80","69.80","69.80","-","-0.71%"
"Feb 27, 2007","70.30","70.30","70.30","70.30","-","14.12%"
"Feb 26, 2007","61.60","61.60","61.60","61.60","-","6.57%"
"Feb 23, 2007","57.80","57.80","57.80","57.80","-","0.52%"
"Feb 22, 2007","57.50","57.50","57.50","57.50","-","-0.52%"
"Feb 21, 2007","57.80","57.80","57.80","57.80","-","-5.09%"
"Feb 20, 2007","60.90","60.90","60.90","60.90","-","0.33%"
"Feb 16, 2007","60.70","60.70","60.70","60.70","-","-0.65%"
"Feb 15, 2007","61.10","61.10","61.10","61.10","-","2.17%"
"Feb 14, 2007","59.80","59.80","59.80","59.80","-","0.00%"
"Feb 13, 2007","59.80","59.80","59.80","59.80","-","-0.33%"
"Feb 12, 2007","60.00","60.00","60.00","60.00","-","-0.17%"
"Feb 09, 2007","60.10","60.10","60.10","60.10","-","2.04%"
"Feb 08, 2007","58.90","58.90","58.90","58.90","-","-2.64%"
"Feb 07, 2007","60.50","60.50","60.50","60.50","-","7.46%"
"Feb 06, 2007","56.30","56.30","56.30","56.30","-","2.55%"
"Feb 05, 2007","54.90","54.90","54.90","54.90","-","-2.14%"
"Feb 02, 2007","56.10","56.10","56.10","56.10","-","-8.48%"
"Feb 01, 2007","61.30","61.30","61.30","61.30","-","-0.49%"
"Jan 31, 2007","61.60","61.60","61.60","61.60","-","-0.48%"
"Jan 30, 2007","61.90","61.90","61.90","61.90","-","3.17%"
"Jan 29, 2007","60.00","60.00","60.00","60.00","-","-0.50%"
"Jan 26, 2007","60.30","60.30","60.30","60.30","-","-0.74%"
"Jan 25, 2007","60.75","60.75","60.75","60.75","-","5.65%"
"Jan 24, 2007","57.50","57.50","57.50","57.50","-","0.52%"
"Jan 23, 2007","57.20","57.20","57.20","57.20","-","0.00%"
"Jan 22, 2007","57.20","57.20","57.20","57.20","-","0.00%"
"Jan 19, 2007","57.20","57.20","57.20","57.20","-","-1.38%"
"Jan 18, 2007","58.00","58.00","58.00","58.00","-","-3.49%"
"Jan 17, 2007","60.10","60.10","60.10","60.10","-","-1.31%"
"Jan 16, 2007","60.90","60.90","60.90","60.90","-","-0.49%"
"Jan 12, 2007","61.20","61.20","61.20","61.20","-","-2.86%"
"Jan 11, 2007","63.00","63.00","63.00","63.00","-","1.29%"
"Jan 10, 2007","62.20","62.20","62.20","62.20","-","0.65%"
"Jan 09, 2007","61.80","61.80","61.80","61.80","-","-3.89%"
"Jan 08, 2007","64.30","64.30","64.30","64.30","-","-4.60%"
"Jan 05, 2007","67.40","67.40","67.40","67.40","-","-6.39%"
"Jan 04, 2007","72.00","72.00","72.00","72.00","-","1.55%"
"Jan 03, 2007","70.90","70.90","70.90","70.90","-","4.88%"
"Jan 02, 2007","67.60","67.60","67.60","67.60","-","1.20%"
"Dec 29, 2006","66.80","66.80","66.80","66.80","-","1.37%"
"Dec 28, 2006","65.90","65.90","65.90","65.90","-","1.23%"
"Dec 27, 2006","65.10","65.10","65.10","65.10","-","0.77%"
"Dec 26, 2006","64.60","64.60","64.60","64.60","-","-1.07%"
"Dec 22, 2006","65.30","65.30","65.30","65.30","-","5.66%"
"Dec 21, 2006","61.80","61.80","61.80","61.80","-","0.49%"
"Dec 20, 2006","61.50","61.50","61.50","61.50","-","-3.00%"
"Dec 19, 2006","63.40","63.40","63.40","63.40","-","1.12%"
"Dec 18, 2006","62.70","62.70","62.70","62.70","-","-2.41%"
"Dec 15, 2006","64.25","64.25","64.25","64.25","-","-0.39%"
"Dec 14, 2006","64.50","64.50","64.50","64.50","-","-1.07%"
"Dec 13, 2006","65.20","65.20","65.20","65.20","-","0.77%"
"Dec 12, 2006","64.70","64.70","64.70","64.70","-","-5.27%"
"Dec 11, 2006","68.30","68.30","68.30","68.30","-","-3.94%"
"Dec 08, 2006","71.10","71.10","71.10","71.10","-","-5.95%"
"Dec 07, 2006","75.60","75.60","75.60","75.60","-","0.80%"
"Dec 06, 2006","75.00","75.00","75.00","75.00","-","4.75%"
"Dec 05, 2006","71.60","71.60","71.60","71.60","-","2.14%"
"Dec 04, 2006","70.10","70.10","70.10","70.10","-","-2.98%"
"Dec 01, 2006","72.25","72.25","72.25","72.25","-","5.47%"
"Nov 30, 2006","68.50","68.50","68.50","68.50","-","2.39%"
"Nov 29, 2006","66.90","66.90","66.90","66.90","-","-0.30%"
"Nov 28, 2006","67.10","67.10","67.10","67.10","-","3.07%"
"Nov 27, 2006","65.10","65.10","65.10","65.10","-","3.33%"
"Nov 24, 2006","63.00","63.00","63.00","63.00","-","0.16%"
"Nov 22, 2006","62.90","62.90","62.90","62.90","-","0.32%"
"Nov 21, 2006","62.70","62.70","62.70","62.70","-","-1.42%"
"Nov 20, 2006","63.60","63.60","63.60","63.60","-","-2.15%"
"Nov 17, 2006","65.00","65.00","65.00","65.00","-","0.78%"
"Nov 16, 2006","64.50","64.50","64.50","64.50","-","-2.57%"
"Nov 15, 2006","66.20","66.20","66.20","66.20","-","-0.15%"
"Nov 14, 2006","66.30","66.30","66.30","66.30","-","1.84%"
"Nov 13, 2006","65.10","65.10","65.10","65.10","-","2.52%"
"Nov 10, 2006","63.50","63.50","63.50","63.50","-","2.42%"
"Nov 09, 2006","62.00","62.00","62.00","62.00","-","-2.36%"
"Nov 08, 2006","63.50","63.50","63.50","63.50","-","4.27%"
"Nov 07, 2006","60.90","60.90","60.90","60.90","-","3.40%"
"Nov 06, 2006","58.90","58.90","58.90","58.90","-","-3.28%"
"Nov 03, 2006","60.90","60.90","60.90","60.90","-","-4.09%"
"Nov 02, 2006","63.50","63.50","63.50","63.50","-","-0.47%"
"Nov 01, 2006","63.80","63.80","63.80","63.80","-","4.76%"
"Oct 31, 2006","60.90","60.90","60.90","60.90","-","4.10%"
"Oct 30, 2006","58.50","58.50","58.50","58.50","-","-1.68%"
"Oct 27, 2006","59.50","59.50","59.50","59.50","-","2.06%"
"Oct 26, 2006","58.30","58.30","58.30","58.30","-","2.10%"
"Oct 25, 2006","57.10","57.10","57.10","57.10","-","-1.04%"
"Oct 24, 2006","57.70","57.70","57.70","57.70","-","-1.54%"
"Oct 23, 2006","58.60","58.60","58.60","58.60","-","3.53%"
"Oct 20, 2006","56.60","56.60","56.60","56.60","-","-3.08%"
"Oct 19, 2006","58.40","58.40","58.40","58.40","-","-1.18%"
"Oct 18, 2006","59.10","59.10","59.10","59.10","-","-3.27%"
"Oct 17, 2006","61.10","61.10","61.10","61.10","-","3.38%"
"Oct 16, 2006","59.10","59.10","59.10","59.10","-","-1.99%"
"Oct 13, 2006","60.30","60.30","60.30","60.30","-","-0.66%"
"Oct 12, 2006","60.70","60.70","60.70","60.70","-","-2.10%"
"Oct 11, 2006","62.00","62.00","62.00","62.00","-","-1.74%"
"Oct 10, 2006","63.10","63.10","63.10","63.10","-","-0.94%"
"Oct 06, 2006","63.70","63.70","63.70","63.70","-","-3.48%"
"Oct 05, 2006","66.00","66.00","66.00","66.00","-","-0.45%"
"Oct 04, 2006","66.30","66.30","66.30","66.30","-","8.69%"
"Oct 03, 2006","61.00","61.00","61.00","61.00","-","-2.56%"
"Oct 02, 2006","62.60","62.60","62.60","62.60","-","-0.79%"
"Sep 29, 2006","63.10","63.10","63.10","63.10","-","-0.63%"
"Sep 28, 2006","63.50","63.50","63.50","63.50","-","-3.50%"
"Sep 27, 2006","65.80","65.80","65.80","65.80","-","-1.35%"
"Sep 26, 2006","66.70","66.70","66.70","66.70","-","-4.99%"
"Sep 25, 2006","70.20","70.20","70.20","70.20","-","1.01%"
"Sep 22, 2006","69.50","69.50","69.50","69.50","-","16.81%"
"Sep 21, 2006","59.50","59.50","59.50","59.50","-","8.18%"
"Sep 20, 2006","55.00","55.00","55.00","55.00","-","-2.14%"
"Sep 19, 2006","56.20","56.20","56.20","56.20","-","0.00%"
"Sep 18, 2006","56.20","56.20","56.20","56.20","-","0.54%"
"Sep 15, 2006","55.90","55.90","55.90","55.90","-","-2.78%"
"Sep 14, 2006","57.50","57.50","57.50","57.50","-","0.00%"
"Sep 13, 2006","57.50","57.50","57.50","57.50","-","1.05%"
"Sep 12, 2006","56.90","56.90","56.90","56.90","-","1.07%"
"Sep 11, 2006","56.30","56.30","56.30","56.30","-","-0.18%"
"Sep 08, 2006","56.40","56.40","56.40","56.40","-","1.08%"
"Sep 07, 2006","55.80","55.80","55.80","55.80","-","-2.79%"
"Sep 06, 2006","57.40","57.40","57.40","57.40","-","4.17%"
"Sep 05, 2006","55.10","55.10","55.10","55.10","-","-2.82%"
"Sep 01, 2006","56.70","56.70","56.70","56.70","-","-5.18%"
"Aug 31, 2006","59.80","59.80","59.80","59.80","-","2.93%"
"Aug 30, 2006","58.10","58.10","58.10","58.10","-","0.69%"
"Aug 29, 2006","57.70","57.70","57.70","57.70","-","1.05%"
"Aug 28, 2006","57.10","57.10","57.10","57.10","-","-2.06%"
"Aug 25, 2006","58.30","58.30","58.30","58.30","-","-0.68%"
"Aug 24, 2006","58.70","58.70","58.70","58.70","-","-1.18%"
"Aug 23, 2006","59.40","59.40","59.40","59.40","-","-0.34%"
"Aug 22, 2006","59.60","59.60","59.60","59.60","-","2.76%"
"Aug 21, 2006","58.00","58.00","58.00","58.00","-","-2.19%"
"Aug 18, 2006","59.30","59.30","59.30","59.30","-","-1.00%"
"Aug 17, 2006","59.90","59.90","59.90","59.90","-","0.00%"
"Aug 16, 2006","59.90","59.90","59.90","59.90","-","0.84%"
"Aug 15, 2006","59.40","59.40","59.40","59.40","-","2.41%"
"Aug 14, 2006","58.00","58.00","58.00","58.00","-","-1.36%"
"Aug 11, 2006","58.80","58.80","58.80","58.80","-","-3.13%"
"Aug 10, 2006","60.70","60.70","60.70","60.70","-","3.94%"
"Aug 09, 2006","58.40","58.40","58.40","58.40","-","-1.35%"
"Aug 08, 2006","59.20","59.20","59.20","59.20","-","-3.90%"
"Aug 07, 2006","61.60","61.60","61.60","61.60","-","-1.44%"
"Aug 04, 2006","62.50","62.50","62.50","62.50","-","-5.45%"
"Aug 03, 2006","66.10","66.10","66.10","66.10","-","-0.15%"
"Aug 02, 2006","66.20","66.20","66.20","66.20","-","7.12%"
"Aug 01, 2006","61.80","61.80","61.80","61.80","-","-2.52%"
"Jul 31, 2006","63.40","63.40","63.40","63.40","-","-0.47%"
"Jul 28, 2006","63.70","63.70","63.70","63.70","-","0.16%"
"Jul 27, 2006","63.60","63.60","63.60","63.60","-","-0.16%"
"Jul 26, 2006","63.70","63.70","63.70","63.70","-","0.00%"
"Jul 25, 2006","63.70","63.70","63.70","63.70","-","-1.85%"
"Jul 24, 2006","64.90","64.90","64.90","64.90","-","-1.82%"
"Jul 21, 2006","66.10","66.10","66.10","66.10","-","-0.45%"
"Jul 20, 2006","66.40","66.40","66.40","66.40","-","0.45%"
"Jul 19, 2006","66.10","66.10","66.10","66.10","-","-5.30%"
"Jul 18, 2006","69.80","69.80","69.80","69.80","-","0.43%"
"Jul 17, 2006","69.50","69.50","69.50","69.50","-","0.87%"
"Jul 14, 2006","68.90","68.90","68.90","68.90","-","1.32%"
"Jul 13, 2006","68.00","68.00","68.00","68.00","-","4.78%"
"Jul 12, 2006","64.90","64.90","64.90","64.90","-","0.93%"
"Jul 11, 2006","64.30","64.30","64.30","64.30","-","-1.08%"
"Jul 10, 2006","65.00","65.00","65.00","65.00","-","1.56%"
"Jul 07, 2006","64.00","64.00","64.00","64.00","-","-4.33%"
"Jul 06, 2006","66.90","66.90","66.90","66.90","-","-1.04%"
"Jul 05, 2006","67.60","67.60","67.60","67.60","-","3.21%"
"Jul 03, 2006","65.50","65.50","65.50","65.50","-","0.00%"
"Jun 30, 2006","65.50","65.50","65.50","65.50","-","0.61%"
"Jun 29, 2006","65.10","65.10","65.10","65.10","-","-3.12%"
"Jun 28, 2006","67.20","67.20","67.20","67.20","-","-0.44%"
"Jun 27, 2006","67.50","67.50","67.50","67.50","-","-2.17%"
"Jun 26, 2006","69.00","69.00","69.00","69.00","-","-2.40%"
"Jun 23, 2006","70.70","70.70","70.70","70.70","-","2.02%"
"Jun 22, 2006","69.30","69.30","69.30","69.30","-","3.43%"
"Jun 21, 2006","67.00","67.00","67.00","67.00","-","0.30%"
"Jun 20, 2006","66.80","66.80","66.80","66.80","-","0.75%"
"Jun 19, 2006","66.30","66.30","66.30","66.30","-","1.38%"
"Jun 16, 2006","65.40","65.40","65.40","65.40","-","1.87%"
"Jun 15, 2006","64.20","64.20","64.20","64.20","-","-0.16%"
"Jun 14, 2006","64.30","64.30","64.30","64.30","-","-0.46%"
"Jun 13, 2006","64.60","64.60","64.60","64.60","-","0.47%"
"Jun 12, 2006","64.30","64.30","64.30","64.30","-","-2.72%"
"Jun 09, 2006","66.10","66.10","66.10","66.10","-","-1.49%"
"Jun 08, 2006","67.10","67.10","67.10","67.10","-","1.05%"
"Jun 07, 2006","66.40","66.40","66.40","66.40","-","3.75%"
"Jun 06, 2006","64.00","64.00","64.00","64.00","-","-0.47%"
"Jun 05, 2006","64.30","64.30","64.30","64.30","-","-1.83%"
"Jun 02, 2006","65.50","65.50","65.50","65.50","-","-1.50%"
"Jun 01, 2006","66.50","66.50","66.50","66.50","-","-0.89%"
"May 31, 2006","67.10","67.10","67.10","67.10","-","1.67%"
"May 30, 2006","66.00","66.00","66.00","66.00","-","-1.64%"
"May 26, 2006","67.10","67.10","67.10","67.10","-","-2.33%"
"May 25, 2006","68.70","68.70","68.70","68.70","-","-4.45%"
"May 24, 2006","71.90","71.90","71.90","71.90","-","5.27%"
"May 23, 2006","68.30","68.30","68.30","68.30","-","-3.94%"
"May 22, 2006","71.10","71.10","71.10","71.10","-","3.34%"
"May 19, 2006","68.80","68.80","68.80","68.80","-","5.52%"
"May 18, 2006","65.20","65.20","65.20","65.20","-","0.00%"
